ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Scores
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Monfils G.,Karlovic I.,10.0,124.0,2565.0,436.0,4.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.28,3.75,1.29,4.04,1.3,4.25,1.26,3.84,4-6 7-6 6-4 7-5
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Rublev A.,Sugita Y.,16.0,91.0,2004.0,608.0,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.12,6.0,1.14,6.9,1.14,7.0,1.12,6.24,6-2 6-3 7-6
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Popyrin A.,Munar J.,96.0,90.0,585.0,608.0,6.0,2.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.44,2.75,1.43,3.09,1.48,3.1,1.42,2.9,6-2 7-6 6-2
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Zverev A.,Gerasimov E.,7.0,98.0,3345.0,575.0,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.2,4.5,1.19,5.42,1.22,5.42,1.18,4.87,7-6 6-4 7-5
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Thiem D.,Bolt A.,5.0,140.0,5890.0,377.0,6.0,2.0,5.0,7.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.07,9.0,1.11,8.18,1.11,11.5,1.07,8.43,6-2 5-7 6-7 6-1 6-2
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Medvedev D.,Martinez P.,4.0,168.0,5960.0,300.0,7.0,5.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.01,21.0,1.01,27.94,1.02,35.0,1.01,19.48,7-5 6-1 6-3
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Gulbis E.,Bedene A.,256.0,55.0,179.0,950.0,7.0,5.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,3.0,1.4,3.04,1.44,3.1,1.55,2.84,1.43,7-5 6-3 6-2
4,Melbourne,Australian Open,2020-01-23,Grand Slam,Outdoor,Hard,2nd Round,5.0,Verdasco F.,Basilashvili N.,51.0,29.0,1050.0,1485.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.61,2.3,1.56,2.6,1.68,2.6,1.58,2.39,4-6 7-6 6-4 6-4
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Raonic M.,Tsitsipas S.,35.0,6.0,1305.0,5375.0,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.2,1.36,3.22,1.4,3.36,1.4,3.16,1.36,7-5 6-4 7-6
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Federer R.,Millman J.,3.0,47.0,6590.0,1096.0,4.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,1.04,13.0,1.07,11.39,1.07,13.0,1.05,10.53,4-6 7-6 6-4 4-6 7-6
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Fognini F.,Pella G.,12.0,25.0,2310.0,1585.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.72,2.13,1.8,2.28,1.8,2.13,1.72,7-6 6-2 6-3
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Sandgren T.,Querrey S.,100.0,45.0,573.0,1100.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.37,1.57,2.77,1.51,2.77,1.62,2.47,1.55,6-4 6-4 6-4
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Djokovic N.,Nishioka Y.,2.0,71.0,9720.0,797.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,23.0,1.01,27.33,1.02,35.0,1.01,19.65,6-3 6-2 6-2
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Cilic M.,Bautista Agut R.,39.0,9.0,1205.0,2630.0,6.0,7.0,6.0,4.0,6.0,0.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,3.2,1.36,3.56,1.34,3.56,1.4,3.28,1.34,6-7 6-4 6-0 5-7 6-3
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Fucsovics M.,Paul T.,67.0,80.0,827.0,696.0,6.0,1.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.72,2.1,1.78,2.17,1.78,2.2,1.73,2.12,6-1 6-1 6-4
4,Melbourne,Australian Open,2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5.0,Schwartzman D.,Lajovic D.,14.0,27.0,2130.0,1516.0,6.0,2.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.36,3.2,1.37,3.39,1.44,3.54,1.36,3.16,6-2 6-3 7-6
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Medvedev D.,Popyrin A.,4.0,96.0,5960.0,585.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.1,7.0,1.11,8.13,1.12,8.55,1.1,7.21,6-4 6-3 6-2
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Kyrgios N.,Khachanov K.,26.0,17.0,1520.0,1995.0,6.0,2.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,1.36,3.2,1.4,3.23,1.41,3.36,1.37,3.11,6-2 7-6 6-7 6-7 7-6
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Wawrinka S.,Isner J.,15.0,19.0,2045.0,1860.0,6.0,4.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.66,2.2,1.61,2.49,1.75,2.49,1.64,2.26,6-4 4-1
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Zverev A.,Verdasco F.,7.0,51.0,3345.0,1050.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.43,3.07,1.46,3.07,1.42,2.86,6-2 6-2 6-4
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Rublev A.,Goffin D.,16.0,11.0,2004.0,2555.0,2.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.5,2.62,1.47,2.91,1.55,2.91,1.46,2.73,2-6 7-6 6-4 7-6
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Thiem D.,Fritz T.,5.0,34.0,5890.0,1335.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.4,3.0,1.39,3.27,1.43,3.27,1.39,2.98,6-2 6-4 6-7 6-4
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Monfils G.,Gulbis E.,10.0,256.0,2565.0,179.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.53,2.5,1.44,3.01,1.56,3.03,1.48,2.67,7-6 6-4 6-3
4,Melbourne,Australian Open,2020-01-25,Grand Slam,Outdoor,Hard,3rd Round,5.0,Nadal R.,Carreno Busta P.,1.0,30.0,10235.0,1422.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,15.0,1.05,14.64,1.05,20.0,1.02,14.33,6-1 6-2 6-4
4,Melbourne,Australian Open,2020-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Raonic M.,Cilic M.,35.0,39.0,1305.0,1205.0,6.0,4.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.53,2.5,1.56,2.64,1.58,2.66,1.52,2.53,6-4 6-3 7-5
4,Melbourne,Australian Open,2020-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Djokovic N.,Schwartzman D.,2.0,14.0,9720.0,2130.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.04,13.0,1.05,14.57,1.06,14.57,1.04,11.88,6-3 6-4 6-4
4,Melbourne,Australian Open,2020-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Sandgren T.,Fognini F.,100.0,12.0,573.0,2310.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2.37,1.57,2.49,1.62,2.5,1.63,2.38,1.59,7-6 7-5 6-7 6-4
4,Melbourne,Australian Open,2020-01-26,Grand Slam,Outdoor,Hard,4th Round,5.0,Federer R.,Fucsovics M.,3.0,67.0,6590.0,827.0,4.0,6.0,6.0,1.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.14,5.5,1.16,6.35,1.2,6.35,1.15,5.53,4-6 6-1 6-2 6-2
4,Melbourne,Australian Open,2020-01-27,Grand Slam,Outdoor,Hard,4th Round,5.0,Zverev A.,Rublev A.,7.0,16.0,3345.0,2004.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.0,1.8,2.16,1.79,2.16,1.91,2.02,1.81,6-4 6-4 6-4
4,Melbourne,Australian Open,2020-01-27,Grand Slam,Outdoor,Hard,4th Round,5.0,Thiem D.,Monfils G.,5.0,10.0,5890.0,2565.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.5,1.34,3.64,1.36,3.7,1.32,3.38,6-2 6-4 6-4
4,Melbourne,Australian Open,2020-01-27,Grand Slam,Outdoor,Hard,4th Round,5.0,Wawrinka S.,Medvedev D.,15.0,4.0,2045.0,5960.0,6.0,2.0,2.0,6.0,4.0,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,3.75,1.28,4.03,1.3,4.03,1.32,3.79,1.27,6-2 2-6 4-6 7-6 6-2
4,Melbourne,Australian Open,2020-01-27,Grand Slam,Outdoor,Hard,4th Round,5.0,Nadal R.,Kyrgios N.,1.0,26.0,10235.0,1520.0,6.0,3.0,3.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.16,5.0,1.18,5.84,1.2,6.15,1.15,5.38,6-3 3-6 7-6 7-6
4,Melbourne,Australian Open,2020-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Djokovic N.,Raonic M.,2.0,35.0,9720.0,1305.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.12,6.0,1.13,7.35,1.16,7.35,1.12,6.28,6-4 6-3 7-6
4,Melbourne,Australian Open,2020-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Federer R.,Sandgren T.,3.0,100.0,6590.0,573.0,6.0,3.0,2.0,6.0,2.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.08,8.0,1.11,8.71,1.12,9.3,1.08,7.94,6-3 2-6 2-6 7-6 6-3
4,Melbourne,Australian Open,2020-01-29,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Zverev A.,Wawrinka S.,7.0,15.0,3345.0,2045.0,1.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.66,2.2,1.7,2.31,1.72,2.33,1.68,2.21,1-6 6-3 6-4 6-2
4,Melbourne,Australian Open,2020-01-29,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Thiem D.,Nadal R.,5.0,1.0,5890.0,10235.0,7.0,6.0,7.0,6.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,3.2,1.36,3.73,1.33,3.73,1.37,3.42,1.32,7-6 7-6 4-6 7-6
4,Melbourne,Australian Open,2020-01-30,Grand Slam,Outdoor,Hard,Semifinals,5.0,Djokovic N.,Federer R.,2.0,3.0,9720.0,6590.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.5,1.14,6.84,1.15,7.1,1.13,6.25,7-6 6-4 6-3
4,Melbourne,Australian Open,2020-01-31,Grand Slam,Outdoor,Hard,Semifinals,5.0,Thiem D.,Zverev A.,5.0,7.0,5890.0,3345.0,3.0,6.0,6.0,4.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.5,2.62,1.53,2.73,1.54,2.92,1.48,2.69,3-6 6-4 7-6 7-6
4,Melbourne,Australian Open,2020-02-02,Grand Slam,Outdoor,Hard,The Final,5.0,Djokovic N.,Thiem D.,2.0,5.0,9720.0,5890.0,6.0,4.0,4.0,6.0,2.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.25,4.0,1.27,4.27,1.33,4.27,1.27,3.89,6-4 4-6 2-6 6-3 6-4
5,Cordoba,Cordoba Open,2020-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Balazs A.,Sonego L.,108.0,52.0,505.0,980.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.41,1.63,2.84,1.63,2.45,1.54,6-2 7-6
5,Cordoba,Cordoba Open,2020-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Mager G.,Ficovich J.P.,133.0,244.0,401.0,196.0,6.0,2.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.83,1.83,1.94,1.94,2.0,2.0,1.87,1.91,6-2 3-6 6-2
5,Cordoba,Cordoba Open,2020-02-03,ATP250,Outdoor,Clay,1st Round,3.0,Cuevas P.,Delbonis F.,48.0,74.0,1062.0,746.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.44,1.61,2.45,1.72,2.25,1.63,7-5 6-2
7,Pune,Maharashtra Open,2020-02-03,ATP250,Outdoor,Hard,1st Round,3.0,Caruso S.,Ramanathan R.,98.0,182.0,588.0,280.0,3.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.83,1.83,2.02,1.88,2.02,2.05,1.84,1.94,3-6 6-4 7-5
7,Pune,Maharashtra Open,2020-02-03,ATP250,Outdoor,Hard,1st Round,3.0,Troicki V.,Nagal S.,191.0,125.0,263.0,416.0,6.0,2.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.47,2.85,1.48,2.93,1.43,2.78,6-2 6-7 6-1
7,Pune,Maharashtra Open,2020-02-03,ATP250,Outdoor,Hard,1st Round,3.0,Sugita Y.,Fabbiano T.,86.0,134.0,645.0,394.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.95,1.45,3.25,1.4,2.9,6-3 6-0
7,Pune,Maharashtra Open,2020-02-03,ATP250,Outdoor,Hard,1st Round,3.0,Stebe C.M.,Karlovic I.,149.0,121.0,350.0,436.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.3,1.68,2.38,1.73,2.19,1.67,6-3 6-4
6,Montpellier,Open Sud de France,2020-02-03,ATP250,Indoor,Hard,1st Round,3.0,Barrere G.,Sousa J.,91.0,69.0,612.0,811.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.66,2.34,1.7,2.38,1.63,2.25,6-2 7-6
6,Montpellier,Open Sud de France,2020-02-03,ATP250,Indoor,Hard,1st Round,3.0,Gombos N.,Carreno Busta P.,104.0,29.0,527.0,1332.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.62,1.44,2.85,1.47,2.97,1.53,2.65,1.47,3-6 6-4 6-3
6,Montpellier,Open Sud de France,2020-02-03,ATP250,Indoor,Hard,1st Round,3.0,Pospisil V.,Bedene A.,132.0,51.0,402.0,985.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.78,2.15,1.94,2.15,1.77,2.02,6-3 6-4
7,Pune,Maharashtra Open,2020-02-04,ATP250,Outdoor,Hard,1st Round,3.0,Gerasimov E.,Lorenzi P.,90.0,115.0,620.0,472.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.41,3.14,1.41,3.45,1.34,3.17,6-2 6-3
6,Montpellier,Open Sud de France,2020-02-04,ATP250,Indoor,Hard,1st Round,3.0,Bublik A.,Laaksonen H.,54.0,112.0,952.0,480.0,6.0,7.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,2.75,1.42,3.07,1.44,3.3,1.39,2.94,6-7 6-1 7-6
6,Montpellier,Open Sud de France,2020-02-04,ATP250,Indoor,Hard,1st Round,3.0,Ymer M.,Sinner J.,76.0,78.0,739.0,710.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.18,1.75,2.3,1.75,2.15,1.68,6-3 6-4
7,Pune,Maharashtra Open,2020-02-04,ATP250,Outdoor,Hard,1st Round,3.0,Gunneswaran P.,Maden Y.,122.0,131.0,433.0,404.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.64,2.38,1.67,2.38,1.61,2.29,7-6 7-6
6,Montpellier,Open Sud de France,2020-02-04,ATP250,Indoor,Hard,1st Round,3.0,Krajinovic F.,Couacaud E.,44.0,214.0,1113.0,221.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.48,2.82,1.48,3.4,1.41,2.87,6-4 6-4
6,Montpellier,Open Sud de France,2020-02-04,ATP250,Indoor,Hard,1st Round,3.0,Herbert P.H.,Stakhovsky S.,67.0,153.0,820.0,342.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.47,1.39,3.6,1.33,3.22,6-2 7-5
6,Montpellier,Open Sud de France,2020-02-04,ATP250,Indoor,Hard,1st Round,3.0,Auger-Aliassime F.,Dzumhur D.,21.0,97.0,1666.0,594.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.37,1.57,2.55,1.59,2.6,1.55,2.42,6-7 6-2 6-2
7,Pune,Maharashtra Open,2020-02-04,ATP250,Outdoor,Hard,1st Round,3.0,Vesely J.,Kadhe A.,107.0,612.0,520.0,36.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.1,8.4,1.11,9.0,1.08,7.68,6-2 6-4
7,Pune,Maharashtra Open,2020-02-04,ATP250,Outdoor,Hard,1st Round,3.0,Duckworth J.,Gojowczyk P.,96.0,106.0,598.0,523.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.8,2.11,1.91,2.2,1.74,2.07,7-6 6-4
6,Montpellier,Open Sud de France,2020-02-04,ATP250,Indoor,Hard,1st Round,3.0,Ruusuvuori E.,Novak D.,101.0,93.0,540.0,609.0,7.0,6.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.66,2.1,1.65,2.37,1.72,2.45,1.63,2.24,7-6 4-6 6-2
7,Pune,Maharashtra Open,2020-02-04,ATP250,Outdoor,Hard,1st Round,3.0,Ivashka I.,Donskoy E.,152.0,109.0,344.0,503.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.58,2.53,1.67,2.53,1.57,2.37,6-3 6-2
7,Pune,Maharashtra Open,2020-02-04,ATP250,Outdoor,Hard,1st Round,3.0,Milojevic N.,Hoang A.,148.0,126.0,357.0,415.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.71,2.24,1.8,2.33,1.66,2.19,7-6 6-4
7,Pune,Maharashtra Open,2020-02-04,ATP250,Outdoor,Hard,1st Round,3.0,Marcora R.,Rosol L.,174.0,176.0,297.0,292.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.3,1.68,2.57,1.68,2.32,1.6,6-3 6-2
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Taberner C.,Verdasco F.,198.0,49.0,252.0,1050.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.5,2.97,1.44,3.0,1.55,2.7,1.46,4-6 6-1 6-4
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Martin A.,Coria F.,100.0,116.0,551.0,466.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.83,2.07,1.99,2.07,1.83,1.95,7-6 6-4
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Martinez P.,Gaio F.,150.0,124.0,347.0,422.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,1.76,2.08,1.76,2.08,4-6 6-3 6-4
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Bagnis F.,42.0,135.0,1130.0,392.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.61,2.44,1.62,2.75,1.54,2.45,6-4 7-6
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Andujar P.,Horansky F.,63.0,173.0,867.0,300.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,1.2,6.4,1.16,5.37,6-2 6-2
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Moutet C.,Monteiro T.,71.0,89.0,777.0,634.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.27,1.7,2.3,1.95,2.02,1.77,6-4 6-3
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Cachin P.,Dellien H.,354.0,77.0,104.0,738.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.25,1.33,3.13,1.41,3.25,1.5,2.86,1.41,6-1 6-1
5,Cordoba,Cordoba Open,2020-02-04,ATP250,Outdoor,Clay,1st Round,3.0,Londero J.I.,Cecchinato M.,50.0,72.0,1012.0,758.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.36,1.72,2.38,1.63,2.24,6-2 7-5
5,Cordoba,Cordoba Open,2020-02-05,ATP250,Outdoor,Clay,2nd Round,3.0,Martin A.,Taberner C.,100.0,198.0,551.0,252.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.16,1.78,2.21,1.92,1.99,1.8,6-3 7-6
7,Pune,Maharashtra Open,2020-02-05,ATP250,Outdoor,Hard,2nd Round,3.0,Vesely J.,Caruso S.,107.0,98.0,520.0,588.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.71,2.27,1.74,2.33,1.67,2.18,7-6 6-4
7,Pune,Maharashtra Open,2020-02-05,ATP250,Outdoor,Hard,1st Round,3.0,Daniel T.,Mukund S.,102.0,263.0,536.0,168.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,3.18,1.43,3.3,1.37,3.05,6-2 7-6
6,Montpellier,Open Sud de France,2020-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Pospisil V.,Shapovalov D.,132.0,16.0,402.0,2120.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.85,1.48,2.89,1.55,2.6,1.48,6-2 6-3
6,Montpellier,Open Sud de France,2020-02-05,ATP250,Indoor,Hard,2nd Round,3.0,Barrere G.,Dimitrov G.,91.0,23.0,612.0,1637.0,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,2.62,1.44,2.98,1.45,3.2,1.51,2.77,1.43,6-7 6-4 7-5
6,Montpellier,Open Sud de France,2020-02-05,ATP250,Indoor,Hard,1st Round,3.0,Gasquet R.,Simon G.,58.0,59.0,890.0,890.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.0,1.44,3.1,1.46,2.85,1.41,6-4 6-4
7,Pune,Maharashtra Open,2020-02-05,ATP250,Outdoor,Hard,2nd Round,3.0,Sugita Y.,Troicki V.,86.0,191.0,645.0,263.0,,,,,,,,,,,,,Walkover,1.53,2.37,1.59,2.52,1.63,2.55,1.56,2.39,
6,Montpellier,Open Sud de France,2020-02-05,ATP250,Indoor,Hard,1st Round,3.0,Mannarino A.,Popyrin A.,45.0,99.0,1111.0,585.0,6.0,0.0,6.0,7.0,6.0,0.0,,,,,2.0,1.0,Completed,1.72,2.0,1.75,2.19,1.83,2.2,1.73,2.08,6-0 6-7 6-0
5,Cordoba,Cordoba Open,2020-02-05,ATP250,Outdoor,Clay,1st Round,3.0,Munar J.,Mayer L.,87.0,103.0,643.0,529.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.74,2.2,1.85,2.2,1.77,2.03,6-4 6-3
7,Pune,Maharashtra Open,2020-02-05,ATP250,Outdoor,Hard,2nd Round,3.0,Berankis R.,Stebe C.M.,73.0,149.0,751.0,350.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.83,2.09,1.91,2.09,1.83,1.95,7-6 6-1
5,Cordoba,Cordoba Open,2020-02-05,ATP250,Outdoor,Clay,2nd Round,3.0,Cuevas P.,Mager G.,48.0,133.0,1062.0,401.0,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.47,2.93,1.48,3.22,1.41,2.88,6-7 7-6 6-1
5,Cordoba,Cordoba Open,2020-02-05,ATP250,Outdoor,Clay,2nd Round,3.0,Moutet C.,Pella G.,71.0,22.0,777.0,1665.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,2.69,1.53,2.8,1.69,2.52,1.52,6-7 7-5 6-3
7,Pune,Maharashtra Open,2020-02-05,ATP250,Outdoor,Hard,2nd Round,3.0,Ivashka I.,Travaglia S.,152.0,82.0,344.0,670.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.63,2.44,1.67,2.44,1.63,2.26,7-6 7-6
6,Montpellier,Open Sud de France,2020-02-05,ATP250,Indoor,Hard,1st Round,3.0,Lopez F.,Humbert U.,55.0,43.0,933.0,1121.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.83,1.48,3.1,1.5,2.72,1.44,6-4 6-1
6,Montpellier,Open Sud de France,2020-02-06,ATP250,Indoor,Hard,2nd Round,3.0,Krajinovic F.,Ymer M.,44.0,76.0,1113.0,739.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.83,2.09,1.85,2.1,1.78,2.01,6-1 6-1
